,env_view,env_step,env_memo,obj_view,toggle,pick up,drop off
42,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 16 25 21 14  0  0  0  0  0]
 [ 2  4  8  9 10  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  4 11  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -8  -6  -6   7   7   7 -10 -10 -10 -10 -10]
 [  2   9  10  10   8   7 -10 -10 -10 -10 -10]
 [  2   9  10  10   8   7 -10 -10 -10 -10 -10]
 [ -1   3   7  10   6   1 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 211  48   0   9  24  14   0   0   0   0],[0 1 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
43,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 17 26 22 14  0  0  0  0  0]
 [ 2  4  9 10 11  5  0  0  0  0  0]
 [ 0  0  2  2  2  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  5 11  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -9  -7  -7   6   6   6 -10 -10 -10 -10 -10]
 [  1   8   9   9   7   6 -10 -10 -10 -10 -10]
 [  1   8  10  10  10   6 -10 -10 -10 -10 -10]
 [ -2   2  10  10  10   0 -10 -10 -10 -10 -10]
 [-10 -10  -5  -5  -5 -10 -10 -10 -10 -10 -10]]",[ 12 217  51   0   9  24  14   0   0   0   0],[0 1 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
44,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 2  4 10 11 12  5  0  0  0  0  0]
 [ 0  0  3  3  3  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10  -8  -8   5   5   5 -10 -10 -10 -10 -10]
 [  0   7   8   8   6   5 -10 -10 -10 -10 -10]
 [  0   7  10  10  10   5 -10 -10 -10 -10 -10]
 [ -3   1  10  10  10  -1 -10 -10 -10 -10 -10]
 [-10 -10  -1  -1  -1 -10 -10 -10 -10 -10 -10]]",[ 12 223  54   0   9  24  14   0   0   0   0],[0 2 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
45,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 2  4 11 12 13  5  0  0  0  0  0]
 [ 0  0  4  4  4  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  1  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10  -9  -9   4   4   4 -10 -10 -10 -10 -10]
 [ -1   6   7   7   5   4 -10 -10 -10 -10 -10]
 [ -1   6   9   9   9   4 -10 -10 -10 -10 -10]
 [ -4   0  10  10  10  -2 -10 -10 -10 -10 -10]
 [-10 -10   3   3   3 -10 -10 -10 -10 -10 -10]]",[ 12 226  57   0   9  24  14   0   0   0   0],[0 2 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
46,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 2  4 11 12 13  5  0  0  0  0  0]
 [ 0  0  4  4  4  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  1  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10  -9  -9   4   4   4 -10 -10 -10 -10 -10]
 [ -1   6   7   7   5   4 -10 -10 -10 -10 -10]
 [ -1   6   9   9   9   4 -10 -10 -10 -10 -10]
 [ -4   0  10  10  10  -2 -10 -10 -10 -10 -10]
 [-10 -10   3   3   3 -10 -10 -10 -10 -10 -10]]",[ 12 226  57   0   9  24  14   0   0   0   0],[0 2 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
47,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 2  4 11 12 13  5  0  0  0  0  0]
 [ 0  0  4  4  4  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  1  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10  -9  -9   4   4   4 -10 -10 -10 -10 -10]
 [ -1   6   7   7   5   4 -10 -10 -10 -10 -10]
 [ -1   6   9   9   9   4 -10 -10 -10 -10 -10]
 [ -4   0  10  10  10  -2 -10 -10 -10 -10 -10]
 [-10 -10   3   3   3 -10 -10 -10 -10 -10 -10]]",[ 12 226  57   0   9  24  14   0   0   0   0],[0 2 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
48,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 2  4 11 12 13  5  0  0  0  0  0]
 [ 0  0  4  4  4  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  1  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10  -9  -9   4   4   4 -10 -10 -10 -10 -10]
 [ -1   6   7   7   5   4 -10 -10 -10 -10 -10]
 [ -1   6   9   9   9   4 -10 -10 -10 -10 -10]
 [ -4   0  10  10  10  -2 -10 -10 -10 -10 -10]
 [-10 -10   3   3   3 -10 -10 -10 -10 -10 -10]]",[ 12 226  57   0   9  24  14   0   0   0   0],[0 2 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
49,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 2  4 11 12 13  5  0  0  0  0  0]
 [ 0  0  4  4  4  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  1  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10  -9  -9   4   4   4 -10 -10 -10 -10 -10]
 [ -1   6   7   7   5   4 -10 -10 -10 -10 -10]
 [ -1   6   9   9   9   4 -10 -10 -10 -10 -10]
 [ -4   0  10  10  10  -2 -10 -10 -10 -10 -10]
 [-10 -10   3   3   3 -10 -10 -10 -10 -10 -10]]",[ 12 226  57   0   9  24  14   0   0   0   0],[0 2 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
50,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 24 15  0  0  0  0  0]
 [ 2  4 11 13 14  6  0  0  0  0  0]
 [ 0  0  4  5  5  1  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10   3   3   3 -10 -10 -10 -10 -10]
 [ -2   5   6   6   4   3 -10 -10 -10 -10 -10]
 [ -2   5   8  10  10   8 -10 -10 -10 -10 -10]
 [ -5  -1   9  10  10   2 -10 -10 -10 -10 -10]
 [-10 -10   2   7   7  -5 -10 -10 -10 -10 -10]]",[ 12 230  62   0   9  24  14   0   0   0   0],[0 2 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
51,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 25 16  0  0  0  0  0]
 [ 2  4 11 13 15  7  0  0  0  0  0]
 [ 0  0  4  5  6  2  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  1  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10   2   2   2 -10 -10 -10 -10 -10]
 [ -3   4   5   5   3   2 -10 -10 -10 -10 -10]
 [ -3   4   7   9  10  10 -10 -10 -10 -10 -10]
 [ -6  -2   8   9  10   6 -10 -10 -10 -10 -10]
 [-10 -10   1   6  10  -1 -10 -10 -10 -10 -10]]",[ 15 232  66   0   9  24  14   0   0   0   0],[0 2 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
52,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 26 17  0  0  0  0  0]
 [ 2  4 11 13 16  8  0  0  0  0  0]
 [ 0  0  4  5  7  3  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  2  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10   1   1   1 -10 -10 -10 -10 -10]
 [ -4   3   4   4   2   1 -10 -10 -10 -10 -10]
 [ -4   3   6   8  10  10 -10 -10 -10 -10 -10]
 [ -7  -3   7   8  10  10 -10 -10 -10 -10 -10]
 [-10 -10   0   5  10   3 -10 -10 -10 -10 -10]]",[ 18 234  70   0   9  24  14   0   0   0   0],[0 2 2 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
53,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 26 17  0  0  0  0  0]
 [ 2  4 11 13 16  8  0  0  0  0  0]
 [ 0  0  4  5  7  3  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  2  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10   1   1   1 -10 -10 -10 -10 -10]
 [ -4   3   4   4   2   1 -10 -10 -10 -10 -10]
 [ -4   3   6   8  10  10 -10 -10 -10 -10 -10]
 [ -7  -3   7   8  10  10 -10 -10 -10 -10 -10]
 [-10 -10   0   5  10   3 -10 -10 -10 -10 -10]]",[ 18 234  70   0   9  24  14   0   0   0   0],[0 2 2 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
54,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 27 18  0  0  0  0  0]
 [ 2  4 11 13 17  9  0  0  0  0  0]
 [ 0  0  4  5  8  4  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  3  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10   0   0   0 -10 -10 -10 -10 -10]
 [ -5   2   3   3   1   0 -10 -10 -10 -10 -10]
 [ -5   2   5   7  10  10 -10 -10 -10 -10 -10]
 [ -8  -4   6   7  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -1   4  10   7 -10 -10 -10 -10 -10]]",[ 21 236  74   0   9  24  14   0   0   0   0],[0 2 3 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
55,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 28 19  0  0  0  0  0]
 [ 2  4 11 13 18 10  0  0  0  0  0]
 [ 0  0  4  5  9  5  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  4  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -1  -1  -1 -10 -10 -10 -10 -10]
 [ -6   1   2   2   0  -1 -10 -10 -10 -10 -10]
 [ -6   1   4   6  10  10 -10 -10 -10 -10 -10]
 [ -9  -5   5   6  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -2   3  10  10 -10 -10 -10 -10 -10]]",[ 24 238  78   0   9  24  14   0   0   0   0],[0 2 4 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
56,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 28 19  0  0  0  0  0]
 [ 2  4 11 13 18 10  0  0  0  0  0]
 [ 0  0  4  5  9  5  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  4  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -1  -1  -1 -10 -10 -10 -10 -10]
 [ -6   1   2   2   0  -1 -10 -10 -10 -10 -10]
 [ -6   1   4   6  10  10 -10 -10 -10 -10 -10]
 [ -9  -5   5   6  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -2   3  10  10 -10 -10 -10 -10 -10]]",[ 24 238  78   0   9  24  14   0   0   0   0],[0 2 4 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
57,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 29 20  0  0  0  0  0]
 [ 2  4 11 13 19 11  0  0  0  0  0]
 [ 0  0  4  5 10  6  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  5  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -2  -2  -2 -10 -10 -10 -10 -10]
 [ -7   0   1   1  -1  -2 -10 -10 -10 -10 -10]
 [ -7   0   3   5  10  10 -10 -10 -10 -10 -10]
 [-10  -6   4   5  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -3   2  10  10 -10 -10 -10 -10 -10]]",[ 27 240  82   0   9  24  14   0   0   0   0],[0 2 5 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
58,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 30 21  0  0  0  0  0]
 [ 2  4 11 13 20 12  0  0  0  0  0]
 [ 0  0  4  5 11  7  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  6  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -3  -3  -3 -10 -10 -10 -10 -10]
 [ -8  -1   0   0  -2  -3 -10 -10 -10 -10 -10]
 [ -8  -1   2   4  10  10 -10 -10 -10 -10 -10]
 [-10  -7   3   4  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -4   1  10  10 -10 -10 -10 -10 -10]]",[ 30 242  86   0   9  24  14   0   0   0   0],[0 2 6 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
59,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 30 21  0  0  0  0  0]
 [ 2  4 11 13 20 12  0  0  0  0  0]
 [ 0  0  4  5 11  7  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  6  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -3  -3  -3 -10 -10 -10 -10 -10]
 [ -8  -1   0   0  -2  -3 -10 -10 -10 -10 -10]
 [ -8  -1   2   4  10  10 -10 -10 -10 -10 -10]
 [-10  -7   3   4  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -4   1  10  10 -10 -10 -10 -10 -10]]",[ 30 242  86   0   9  24  14   0   0   0   0],[0 2 6 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
60,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 31 22  0  0  0  0  0]
 [ 2  4 11 13 21 13  0  0  0  0  0]
 [ 0  0  4  5 12  8  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  7  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -4  -4  -4 -10 -10 -10 -10 -10]
 [ -9  -2  -1  -1  -3  -4 -10 -10 -10 -10 -10]
 [ -9  -2   1   3  10  10 -10 -10 -10 -10 -10]
 [-10  -8   2   3  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -5   0  10  10 -10 -10 -10 -10 -10]]",[ 33 244  90   0   9  24  14   0   0   0   0],[0 2 7 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
61,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 31 22  0  0  0  0  0]
 [ 2  4 11 13 21 13  0  0  0  0  0]
 [ 0  0  4  5 12  8  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  7  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -4  -4  -4 -10 -10 -10 -10 -10]
 [ -9  -2  -1  -1  -3  -4 -10 -10 -10 -10 -10]
 [ -9  -2   1   3  10  10 -10 -10 -10 -10 -10]
 [-10  -8   2   3  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -5   0  10  10 -10 -10 -10 -10 -10]]",[ 33 244  90   0   9  24  14   0   0   0   0],[0 2 7 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
62,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 32 23  0  0  0  0  0]
 [ 2  4 11 13 22 14  0  0  0  0  0]
 [ 0  0  4  5 13  9  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  8  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -5  -5  -5 -10 -10 -10 -10 -10]
 [-10  -3  -2  -2  -4  -5 -10 -10 -10 -10 -10]
 [-10  -3   0   2  10  10 -10 -10 -10 -10 -10]
 [-10  -9   1   2  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -6  -1  10  10 -10 -10 -10 -10 -10]]",[ 36 246  94   0   9  24  14   0   0   0   0],[0 2 8 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
63,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 7 10 18 27 23 14  0  0  0  0  0]
 [ 7 10 18 28 32 23  0  0  0  0  0]
 [ 2  4 11 13 22 14  0  0  0  0  0]
 [ 0  0  4  5 13  9  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  6 11  0  0  0  0  0  0]
 [ 0  0  0  2  8  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [-10 -10 -10  -5  -5  -5 -10 -10 -10 -10 -10]
 [-10  -3  -2  -2  -4  -5 -10 -10 -10 -10 -10]
 [-10  -3   0   2  10  10 -10 -10 -10 -10 -10]
 [-10  -9   1   2  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -6  -1  10  10 -10 -10 -10 -10 -10]]",[ 36 246  94   0   9  24  14   0   0   0   0],[0 2 8 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
